"mun","uf","total","agropecuaria","industria","servicos","adm","s_agropecuaria","s_industria","s_servicos","s_adm"
"Itapagipe ","MG",329057,80127,84534,112399,51998,0.243504924678703,0.256897741120839,0.341579118511383,0.158021254676242
"Itapecerica ","MG",372724,86234,60457,152352,73682,0.231361543662335,0.162203131539692,0.408752857342162,0.197685150406199
"Itapeva ","MG",196398,5987,22379,130094,37939,0.0304840171488508,0.113947188871577,0.662399820772106,0.193174064909011
"Itatiaiuçu ","MG",696081,32451,416184,200128,47317,0.0466195744460774,0.597895934524861,0.28750677004544,0.0679762843692042
"Itaú de Minas ","MG",447930,8780,213292,154933,70926,0.0196012769852432,0.476172616257004,0.345886634072288,0.158341705177148
"Itaúna ","MG",2163611,29108,723055,1066794,344654,0.0134534350213601,0.334189001627372,0.493061830430701,0.159295732920567
"Itaverava ","MG",46379,8359,3077,15046,19898,0.180232432782078,0.0663446818603247,0.324414066711227,0.429030380128938
"Itinga ","MG",111553,7877,18970,33986,50720,0.0706121753785196,0.170053696449221,0.304662357803017,0.454671770369242
"Itueta ","MG",73270,23343,5429,19591,24906,0.318588781220145,0.0740958100177426,0.267380919885356,0.339920840726082
"Ituiutaba ","MG",2438184,121926,596858,1347058,372343,0.0500068903741473,0.244796126953503,0.552484143936635,0.152713248877033
"Itumirim ","MG",51615,9194,2631,16807,22983,0.178126513610385,0.0509735541993607,0.325622396590139,0.445277535600116
"Iturama ","MG",1723461,70471,1024535,473749,154706,0.040889233931026,0.594463698337241,0.274882344306021,0.0897647234257114
"Itutinga ","MG",79469,15932,30657,15280,17599,0.20048069058375,0.385773068743787,0.192276233499855,0.221457423649473
"Jaboticatubas ","MG",175404,11971,10321,84259,68853,0.0682481585368635,0.0588413035050512,0.480371029166952,0.392539508791134
"Jacinto ","MG",91555,12586,4601,29836,44532,0.137469280760199,0.05025394571569,0.325880618207635,0.486396155316476
"Jacuí ","MG",91266,24931,4493,32916,28925,0.27316854031074,0.049229724103171,0.360660048649004,0.3169307299542
"Jacutinga ","MG",450228,32729,118161,203709,95628,0.0726942793429107,0.262447026839735,0.45245742157307,0.212399051147419
"Jaguaraçu ","MG",55997,1812,20913,18466,14807,0.0323588763683769,0.373466435701913,0.329767666124971,0.264424879904281
"Jaíba ","MG",436562,120532,61277,130477,124276,0.276093659090805,0.140362651811198,0.298873928559975,0.284669760538022
"Jampruca ","MG",45877,14289,1753,9531,20303,0.31146326045731,0.0382108681910325,0.20775116071234,0.442552913224492
"Janaúba ","MG",889682,41061,106874,485848,255900,0.04615244548052,0.120126067516259,0.546091749636387,0.287630861363948
"Januária ","MG",560890,30081,30606,279942,220260,0.0536308367059495,0.0545668491147997,0.499103210968283,0.39269732033019
"Japaraíba ","MG",57041,18100,3687,16924,18329,0.317315615083887,0.0646377167300713,0.29669886572816,0.321330271208429
"Japonvar ","MG",52294,4297,2342,14581,31073,0.0821700386277584,0.0447852526102421,0.27882739893678,0.594198187172525
"Jeceaba ","MG",505878,5559,332282,134344,33694,0.0109888154851565,0.656842163525593,0.265566006033075,0.0666049917173706
"Jenipapo de Minas ","MG",43933,1725,1597,13235,27377,0.0392643343272711,0.0363508069105228,0.301254182505178,0.623153438189971
"Jequeri ","MG",129776,40160,5567,38234,45814,0.309456293921835,0.0428969917396129,0.2946153371964,0.353023671557145
"Jequitaí ","MG",67199,12015,3850,21748,29587,0.178797303531303,0.0572925192339172,0.323635768389411,0.440289290019197
"Jequitibá ","MG",85466,30389,13815,19703,21559,0.355568296164557,0.161643226546229,0.230536119626518,0.252252357662696
"Jequitinhonha ","MG",199429,20776,10106,79764,88783,0.104177426552808,0.0506746762005526,0.399961891199374,0.445186006047265
"Jesuânia ","MG",49685,13216,1974,15239,19256,0.265995773372245,0.0397303008956425,0.306712287410687,0.387561638321425
"Joaíma ","MG",110165,12344,7613,35928,54281,0.112050106658195,0.069105432759951,0.326128988335678,0.492724549539327
"Joanésia ","MG",91597,3799,56544,11797,19457,0.0414751574833237,0.617312794087143,0.128792427699597,0.212419620729937
"João Monlevade ","MG",2083969,833,834123,939923,309091,0.000399718038032236,0.400256913610519,0.451025423122897,0.148318425082139
"João Pinheiro ","MG",1083279,250485,223082,435712,174000,0.231228520076545,0.205932174444441,0.402215864980305,0.160623440498708
"Joaquim Felício ","MG",43210,10214,2653,10628,19716,0.236380467484379,0.0613978245776441,0.245961582966906,0.456283267762092
"Jordânia ","MG",73123,9682,2808,23654,36980,0.132407040192552,0.038401050285136,0.323482351654062,0.505723233455958
"José Gonçalves de Minas ","MG",33102,3627,1034,9331,19110,0.109570418705818,0.031236783275935,0.281886290858558,0.577306507159688
"José Raydan ","MG",39175,6239,1931,11678,19327,0.159259731971921,0.0492916400765794,0.298098276962348,0.493350350989151
"Josenópolis ","MG",38582,10793,902,7270,19618,0.279741848530403,0.0233787776683427,0.188429837748173,0.50847545487533
"Nova União ","MG",59247,6638,6055,24642,21912,0.1120394281567,0.102199267473459,0.415919793407261,0.36984151096258
"Juatuba ","MG",887895,2735,436528,336499,112133,0.00308031918188525,0.491643719133456,0.378985127745961,0.126290833938698
"Juiz de Fora ","MG",12520619,33431,2701186,7726173,2059829,0.00267007565680259,0.215739014181328,0.617075960861041,0.164514949300829
"Juramento ","MG",38315,8604,2653,9398,17660,0.224559571969203,0.069241811301057,0.245282526425682,0.460916090304058
"Juruaia ","MG",146023,32979,23843,52134,37067,0.225847982852016,0.163282496593002,0.357025947967101,0.25384357258788
"Juvenília ","MG",43173,6951,1986,11026,23210,0.161003404905844,0.0460009728302411,0.255391100919556,0.537604521344359
"Ladainha ","MG",99762,12449,2640,23527,61146,0.124786993043443,0.0264629818969147,0.235831278442694,0.612918746616948
"Lagamar ","MG",128270,36344,21457,40605,29864,0.283339830045997,0.167279956342091,0.316558821236454,0.232821392375458
"Lagoa da Prata ","MG",1164692,30496,305153,656725,172317,0.0261837464325332,0.262003173371157,0.563861518753456,0.147950702846761
"Lagoa dos Patos ","MG",38036,8137,3072,8777,18050,0.213928909454201,0.080765590493217,0.230755074140288,0.474550425912294
"Lagoa Dourada ","MG",145059,39739,7997,50728,46594,0.273950599411274,0.0551292922190281,0.349705981703996,0.321207232919019
"Lagoa Formosa ","MG",272008,87956,24291,95274,64486,0.323358136525396,0.0893025205141025,0.350261757007147,0.237073909590894
"Lagoa Grande ","MG",168507,60733,15082,58508,34184,0.3604182615559,0.0895037001430208,0.34721406232382,0.202863975977259
"Lagoa Santa ","MG",1414832,3093,347387,812631,251720,0.00218612527847829,0.245532331753876,0.574365719746231,0.177915116423717
"Lajinha ","MG",257947,44907,12132,130593,70315,0.174093903011084,0.0470329176148589,0.506278421536207,0.27259475783785
"Lambari ","MG",267398,18736,29619,146073,72970,0.070067838951675,0.110767470212941,0.546275589196628,0.272889101638756
"Lamim ","MG",31678,3739,2672,10057,15210,0.118031441378875,0.0843487593913757,0.317475850748153,0.480143948481596
"Laranjal ","MG",63398,10999,3542,22638,26219,0.17349127732736,0.055869270323985,0.357077510331556,0.413561942017098
"Lassance ","MG",94391,38339,3918,23940,28194,0.406172198620631,0.0415081946372006,0.253625875348285,0.298693731393883
"Lavras ","MG",1876414,57741,317569,1124054,377049,0.0307719938137319,0.169242501921218,0.599043707838462,0.200941263495156
"Leandro Ferreira ","MG",34694,6560,2524,10370,15240,0.189081685594051,0.0727503314694183,0.298898945062547,0.439269037873984
"Leme do Prado ","MG",39138,2792,2203,13552,20591,0.0713373192293934,0.0562880065409576,0.346261944912872,0.526112729316777
"Leopoldina ","MG",881416,44175,121023,533833,182385,0.0501182188660065,0.137305199814843,0.605653856975594,0.206922724343556
"Liberdade ","MG",66114,14664,5612,25869,19969,0.221798711316816,0.0848836857549082,0.391278700426536,0.302038902501739
"Lima Duarte ","MG",206512,37073,13858,96571,59010,0.179519834198497,0.0671050592701635,0.467628999767568,0.285746106763772
"Limeira do Oeste ","MG",254450,64054,79410,76629,34357,0.251735114953822,0.312084888976223,0.301155433287483,0.135024562782472
"Lontra ","MG",52300,2560,2317,15730,31694,0.0489483747609943,0.044302103250478,0.300764818355641,0.606003824091778
"Luisburgo ","MG",69125,26633,3519,14625,24347,0.385287522603978,0.0509077757685353,0.211573236889693,0.352216998191682
"Luislândia ","MG",43594,5130,1760,12007,24697,0.117676744506125,0.0403725283295866,0.275427811166674,0.566522915997614
"Luminárias ","MG",58711,13006,2987,21044,21674,0.221525778814873,0.050876326412427,0.358433683636797,0.369164211135903
"Luz ","MG",394271,56221,56385,214703,66962,0.142594814226763,0.143010771778802,0.54455691643565,0.169837497558786
"Machacalis ","MG",59003,8345,2652,21969,26037,0.141433486432893,0.0449468671084521,0.372336999813569,0.441282646645086
"Machado ","MG",765408,84640,132285,404841,143642,0.110581546051256,0.17282939295121,0.528921829926,0.187667231071533
"Madre de Deus de Minas ","MG",106178,43657,13579,28650,20292,0.41116803857673,0.127889016557102,0.269829908267249,0.191113036598919
"Malacacheta ","MG",171541,30647,11210,62471,67214,0.178656997452504,0.0653488087396016,0.364175328347159,0.391824694970882
"Mamonas ","MG",38434,2710,1409,10492,23822,0.0705104855076235,0.0366602487380965,0.272987459020659,0.619815788104283
"Manga ","MG",179881,24757,9538,73405,72182,0.137629877530145,0.0530239436071625,0.408075338696138,0.401276399397379
"Manhuaçu ","MG",1772979,92159,400001,972964,307854,0.0519797470810427,0.225609553187037,0.548773561333778,0.173636574375669
"Manhumirim ","MG",372454,29570,14644,246369,81870,0.0793923544920983,0.0393176070065028,0.66147497409076,0.219812379515323
"Mantena ","MG",328977,32554,29979,166750,99694,0.0989552461114303,0.0911279511941564,0.506874340759384,0.303042461935029
"Maravilhas ","MG",87843,17070,7380,33379,30015,0.19432396434548,0.0840135241282743,0.379984745511879,0.341689149960725
"Mar de Espanha ","MG",136343,9985,25207,59196,41955,0.0732344161416428,0.184879311735843,0.434169704348591,0.307716567773923
"Maria da Fé ","MG",136627,15219,8496,61272,51640,0.111390867105331,0.0621839021569675,0.448461870640503,0.377963360097199
"Mariana ","MG",2982458,18534,1854063,888057,221804,0.00621433730164851,0.62165603002624,0.297760102573113,0.0743695300989989
"Marilac ","MG",37249,5251,1894,10564,19540,0.140970227388655,0.0508470026040968,0.283604928991382,0.524577841015866
"Mário Campos ","MG",137388,12122,12173,59036,54057,0.0882318688677323,0.0886030803272484,0.429702739686144,0.393462311118875
"Maripá de Minas ","MG",40790,5379,8280,13139,13992,0.131870556508948,0.202990929149301,0.32211326305467,0.34302525128708
"Marliéria ","MG",36328,4043,2477,11125,18683,0.11129156573442,0.0681843206342215,0.306237612860603,0.514286500770755
"Marmelópolis ","MG",26744,6186,935,6720,12903,0.231304217768471,0.0349611127729584,0.251271313191744,0.482463356266826
"Martinho Campos ","MG",231586,44172,37229,101415,48770,0.190736918466574,0.160756695137012,0.437915072586426,0.210591313809989
"Martins Soares ","MG",107848,16399,26106,36365,28978,0.15205659817521,0.242062903345449,0.337187523180773,0.268692975298568
"Mata Verde ","MG",51873,3760,4542,14040,29530,0.0724847223025466,0.0875600023133422,0.270661037533977,0.569274959998458
"Materlândia ","MG",37243,7116,1342,10218,18568,0.191069462717826,0.0360336170555541,0.274360282469189,0.498563488440781
"Mateus Leme ","MG",477797,17652,136916,214056,109173,0.0369445601374642,0.28655684317817,0.448006161612568,0.228492435071798
"Matias Barbosa ","MG",438341,3934,53069,321362,59975,0.00897474797018759,0.121067844440744,0.733132424299803,0.136822701960346
"Matias Cardoso ","MG",121584,49586,7595,22321,42082,0.407833267535202,0.0624671009343335,0.183585011185682,0.346114620344782
"Matipó ","MG",315752,31243,22121,197145,65242,0.0989479084851402,0.0700581469000988,0.624366591502192,0.20662418607008
"Mato Verde ","MG",99812,4833,9096,42335,43548,0.0484210315392939,0.0911313268945618,0.42414739710656,0.436300244459584
"Matozinhos ","MG",839900,9816,381430,315863,132792,0.0116871056078105,0.454137397309203,0.376072151446601,0.158104536254316
"Matutina ","MG",58240,17819,7314,16050,17057,0.305958104395604,0.125583791208791,0.275583791208791,0.292874313186813
"Medeiros ","MG",102737,58219,4903,21345,18270,0.566679969241851,0.0477237996048162,0.207763512658536,0.177832718494797
"Medina ","MG",197740,10058,28933,83017,75731,0.0508647719227268,0.146318397896227,0.419829068473753,0.382982704561545
"Mendes Pimentel ","MG",49096,8340,1974,14994,23788,0.169871272608766,0.0402069415023627,0.305401662049862,0.484520123839009
"Mercês ","MG",96377,11406,7707,40445,36819,0.118347738568331,0.0799672120941718,0.419654066841674,0.382030982495824
"Mesquita ","MG",42331,6036,1306,12580,22409,0.142590536486263,0.0308520942099171,0.297181734426307,0.529375634877513
"Minas Novas ","MG",275327,80150,12610,76508,106059,0.291108391113113,0.0458000849898484,0.27788048393365,0.385211039963389
"Minduri ","MG",66054,16137,14087,19361,16468,0.244300118085203,0.213264904472099,0.293108668665032,0.249311169649075
"Mirabela ","MG",100843,9352,4663,36351,50477,0.0927382168321054,0.0462401951548447,0.360471227551739,0.500550360461311
"Miradouro ","MG",114408,15940,9228,50801,38439,0.139325921264247,0.0806586951961401,0.444033634011608,0.335981749528005
"Miraí ","MG",207322,13916,72450,71484,49472,0.0671226401443166,0.349456401153761,0.344796982471711,0.238623976230212
"Miravânia ","MG",30845,2079,1117,7551,20097,0.0674015237477711,0.0362133246879559,0.244804668503809,0.651548062895121
"Moeda ","MG",46386,2828,3267,20890,19402,0.0609666709783124,0.070430733410943,0.450351399129048,0.418272754710473
"Moema ","MG",76831,10565,3494,35359,27413,0.137509598989991,0.0454764352930458,0.460217880803322,0.356796084913642
"Monjolos ","MG",26693,7326,1042,5960,12365,0.274453976698011,0.0390364515041397,0.223279511482411,0.463230060315439
"Monsenhor Paulo ","MG",164324,17836,56386,58997,31106,0.108541661595385,0.343139164090455,0.359028504661522,0.189296755190964
"Montalvânia ","MG",113636,8272,5927,44665,54772,0.0727938329402654,0.0521577669048541,0.393053257770425,0.481995142384456
"Monte Alegre de Minas ","MG",485424,219256,21956,162662,81550,0.451679356603711,0.0452305613237088,0.335092620059989,0.167997462012591
"Monte Azul ","MG",164467,9489,8409,72382,74187,0.0576954647436872,0.0511287978743456,0.440100445682113,0.451075291699855
"Monte Belo ","MG",197444,36506,32607,81632,46699,0.1848929316667,0.165145560260124,0.41344381191629,0.236517696156885
"Monte Carmelo ","MG",1000798,144705,70777,615155,170160,0.144589617485247,0.0707205649891387,0.614664497730811,0.170024320592167
"Monte Formoso ","MG",27846,2670,1153,6208,17815,0.0958845076492135,0.0414063061121885,0.222940458234576,0.639768728004022
"Monte Santo de Minas ","MG",342518,68137,39266,156108,79006,0.198929691286297,0.114639230638974,0.455765828365225,0.230662330154912
"Montes Claros ","MG",7180817,109986,1509913,4240922,1319995,0.0153166415464981,0.210270363386228,0.590590457882439,0.183822397924916
"Monte Sião ","MG",364475,27204,43223,203304,90745,0.0746388641196241,0.118589752383565,0.557799574730777,0.248974552438439
"Montezuma ","MG",55483,13261,1731,11385,29105,0.239010147252312,0.0311987455617036,0.205197988573076,0.524575095074167
"Morada Nova de Minas ","MG",203438,104227,9520,53573,36117,0.512328080299649,0.0467955839125434,0.263338216065828,0.177533204219467
"Morro da Garça ","MG",146786,112766,1775,17473,14771,0.768234027768316,0.0120924338833404,0.119037237883722,0.100629487825814
"Morro do Pilar ","MG",31376,3055,1277,10062,16981,0.0973674145843957,0.0406998980112188,0.320690973992861,0.541209841917389
"Munhoz ","MG",61177,7255,6697,24839,22386,0.118590319891462,0.109469244977688,0.4060186017621,0.36592183336875
"Muriaé ","MG",1740365,28346,217492,1105611,388916,0.0162873879904503,0.124969187498025,0.635275358904598,0.223468065606927
"Mutum ","MG",280613,45477,34672,112014,88450,0.162063054812143,0.123558067516473,0.399176089489796,0.315202788181588
"Muzambinho ","MG",368165,53599,59327,181440,73799,0.145584181005799,0.161142422555104,0.492822511645594,0.200450884793503
"Nacip Raydan ","MG",26645,3030,1119,6848,15648,0.113717395383749,0.0419966222555827,0.257008819665979,0.587277162694689
"Nanuque ","MG",587055,48308,96281,295677,146789,0.0822887123012324,0.164006779603274,0.503661496793316,0.250043011302178
"Naque ","MG",62540,7407,2684,26332,26117,0.118436200831468,0.0429165334186121,0.421042532779021,0.417604732970899
"Natalândia ","MG",38980,8953,1373,13257,15398,0.229681888147768,0.035223191380195,0.3400974858902,0.395023088763468
"Natércia ","MG",63210,15968,4248,24231,18762,0.252618256604968,0.0672045562411011,0.383341243474134,0.296820123398196
"Nazareno ","MG",212651,27815,108764,42830,33242,0.130801171873163,0.511467145698821,0.201409821726679,0.156321860701337
"Nepomuceno ","MG",371664,104072,22571,155678,89343,0.280016358861768,0.0607295837100177,0.418867579318955,0.24038647810926
"Ninheira ","MG",67524,11698,3312,15297,37217,0.173242106510278,0.0490492269415319,0.226541674071441,0.551166992476749
"Nova Belém ","MG",51995,23405,2647,10230,15713,0.450139436484277,0.0509087412251178,0.196749687469949,0.302202134820656
"Nova Era ","MG",297704,6255,78735,140980,71734,0.021010802676484,0.264474108510467,0.473557627710746,0.240957461102303
"Nova Lima ","MG",6609353,750,3526379,2489323,592902,0.000113475555020287,0.533543752315847,0.376636412066355,0.0897065113635177
"Nova Módica ","MG",38143,7079,3480,11148,16437,0.185591065202003,0.0912356133497627,0.292268568282516,0.430930970295991
"Nova Ponte ","MG",829214,251727,383257,133462,60768,0.303573022163157,0.462193112996163,0.160950008079941,0.0732838567607397
"Nova Porteirinha ","MG",86931,21307,6483,31274,27868,0.245102437565425,0.0745763881699279,0.359756588558742,0.320576089082146
"Nova Resende ","MG",259661,90001,16192,97166,56302,0.34660961792491,0.0623582286134614,0.374203288133374,0.216828865328255
"Nova Serrana ","MG",1722705,10392,744655,651798,315861,0.00603237350562052,0.432259150580047,0.378357292746001,0.18335176365077
"Novo Cruzeiro ","MG",200468,31324,8746,58430,101968,0.1562543647864,0.0436279106889878,0.291467964961989,0.508649759562623
"Novo Oriente de Minas ","MG",63443,4737,1879,18021,38806,0.0746654477247293,0.0296171366423404,0.284050249830557,0.611667165802374
"Novorizonte ","MG",36309,2232,3124,10838,20115,0.0614723622242419,0.0860392740091988,0.298493486463411,0.553994877303148
"Olaria ","MG",19813,2838,966,5253,10755,0.143239287336597,0.0487558673598143,0.265128955736133,0.542825417655075
"Olhos-d'Água ","MG",81181,40782,2128,13864,24407,0.502358926349762,0.026213030142521,0.170778876830786,0.300649166676932
"Olímpio Noronha ","MG",32880,5164,2060,12355,13301,0.15705596107056,0.0626520681265207,0.375760340632603,0.404531630170316
"Oliveira ","MG",660077,50796,88491,378229,142561,0.0769546583201657,0.134061632203516,0.573007391561894,0.215976317914425
"Oliveira Fortes ","MG",26424,8304,1197,5600,11324,0.314259763851044,0.045299727520436,0.211928549803209,0.428549803209204
"Onça de Pitangui ","MG",48444,20813,2321,10795,14516,0.429630088349434,0.0479109900090827,0.222834613161589,0.299644950871109
"Oratórios ","MG",43430,6192,2580,13566,21092,0.142574257425743,0.0594059405940594,0.312364724844578,0.485655077135621
"Orizânia ","MG",59377,14088,2752,13872,28665,0.237263586910757,0.0463479124913687,0.233625814709399,0.482762685888475
"Ouro Branco ","MG",2631867,5996,1711889,746106,167876,0.0022782306248758,0.650446622112744,0.283489249266775,0.0637858979956054
"Ouro Fino ","MG",515240,33563,77381,290076,114220,0.0651405170406024,0.150184380094713,0.562992003726419,0.221683099138266
"Ouro Preto ","MG",3764760,15055,2186280,1215266,348159,0.00399892689042595,0.580722277117266,0.322800390994379,0.0924784049979282
"Ouro Verde de Minas ","MG",40924,6600,1770,10574,21981,0.161274557716743,0.0432509041149448,0.258381389893461,0.537117583813899
"Padre Carvalho ","MG",55618,18032,1375,11866,24345,0.324211586177137,0.0247222122334496,0.213348196626991,0.437718004962422
"Padre Paraíso ","MG",141137,6291,8636,58979,67231,0.0445737120669987,0.061188774028072,0.417884750278099,0.476352763626831
"Paineiras ","MG",50598,12157,2226,17030,19185,0.240266413692241,0.0439938337483695,0.33657456816475,0.37916518439464
"Pains ","MG",224835,17169,102601,69592,35474,0.0763626659550337,0.456339093112727,0.309524762603687,0.157777926034648
"Pai Pedro ","MG",37779,4708,1526,6981,24564,0.124619497604489,0.0403928108208264,0.184785198125943,0.650202493448741
"Paiva ","MG",18144,1770,682,6054,9637,0.0975529100529101,0.0375881834215168,0.333664021164021,0.531139770723104
"Palma ","MG",56777,9298,3151,19884,24443,0.163763495781743,0.055497824823432,0.350212233827078,0.430508832802015
"Palmópolis ","MG",43718,6450,1739,11474,24054,0.147536483828171,0.039777665949952,0.262454824099913,0.550208152248502
"Papagaios ","MG",206638,22127,45220,83830,55461,0.107080982200757,0.218836806395726,0.405685304735818,0.268396906667699
"Paracatu ","MG",2675273,354469,943935,1024306,352563,0.132498253449274,0.352836888048435,0.382879055707586,0.131785802794705
"Pará de Minas ","MG",2093500,83753,578588,1102948,328212,0.0400062096966802,0.276373537138763,0.526844041079532,0.156776689754
"Paraguaçu ","MG",348007,54458,75875,142922,74752,0.156485358053143,0.21802722359033,0.410687141350605,0.214800277005922
"Paraisópolis ","MG",324251,11484,85984,151334,75449,0.0354170071950433,0.265177285497963,0.46671868398247,0.232687023324523
"Paraopeba ","MG",398540,24462,95091,191791,87196,0.0613790334721734,0.238598384101972,0.48123400411502,0.218788578310835
"Passabém ","MG",17365,1625,841,4736,10163,0.0935790382954218,0.0484307515116614,0.272732507918226,0.58525770227469
"Passa Quatro ","MG",279092,50735,58264,111052,59041,0.181785934387227,0.208762701904748,0.397904633597523,0.211546730110501
"Passa Tempo ","MG",121767,15260,32872,43678,29956,0.125321310371447,0.269958198855191,0.358701454417042,0.24601082395066
"Passa Vinte ","MG",26964,7798,1624,6529,11012,0.28920041536864,0.0602284527518172,0.242137665034861,0.408396380358997
"Passos ","MG",1962904,111876,289817,1183205,378005,0.0569951459674034,0.147647057624825,0.602782917554807,0.1925743694037
"Patis ","MG",37399,4529,1423,8825,22623,0.121099494638894,0.0380491456990829,0.23596887617316,0.604909222171716
"Patos de Minas ","MG",3452032,240225,592920,2051069,567818,0.0695894476065112,0.171759705587897,0.59416280034484,0.164488046460751
"Patrocínio ","MG",1943982,249801,253912,1115497,324772,0.128499646601666,0.13061437811667,0.573820642372203,0.167065332909461
"Patrocínio do Muriaé ","MG",75873,3573,22744,28802,20753,0.0470918508560357,0.299764079448552,0.379608029206701,0.273522860569636
"Paula Cândido ","MG",79279,13710,8748,24002,32819,0.172933563743236,0.110344479622599,0.302753566518246,0.41396839011592
"Paulistas ","MG",44090,12538,1624,9745,20183,0.284372873667498,0.036833749149467,0.22102517577682,0.457768201406215
"Pavão ","MG",65088,13362,3139,18073,30513,0.205291297935103,0.0482270157325467,0.27767023107178,0.468796091445428
"Peçanha ","MG",135898,30711,4618,51392,49177,0.225985665719878,0.0339813683792256,0.378165977424245,0.361866988476652
"Pedra Azul ","MG",213348,11438,37434,77866,86610,0.0536119391791814,0.175459812137916,0.364971783189906,0.405956465492997
"Pedra Bonita ","MG",51579,10628,2395,11399,27156,0.206052850966479,0.0464336260881366,0.221000794897148,0.526493340312918
"Pedra do Anta ","MG",32211,6175,1541,8715,15780,0.191704697153146,0.0478407997268014,0.270559746670392,0.48989475644966
"Pedra do Indaiá ","MG",66462,14115,16583,17491,18273,0.212376997381963,0.249510998766212,0.263172940928651,0.274939062923174
"Pedra Dourada ","MG",29172,7163,1415,8050,12545,0.24554367201426,0.048505416152475,0.275949540655423,0.430035650623886
"Pedralva ","MG",118710,26491,7530,44641,40049,0.223157274029147,0.0634318928481173,0.376050880296521,0.337368376716368
"Pedras de Maria da Cruz ","MG",70749,10354,2609,17152,40633,0.146348358280682,0.036876846315849,0.242434522042714,0.574326138885355
"Pedrinópolis ","MG",84975,30483,4852,30343,19297,0.358729037952339,0.0570991468078847,0.357081494557223,0.227090320682554
"Pedro Leopoldo ","MG",1300878,14539,486897,551934,247509,0.0111762978542185,0.374283368617195,0.424278064507202,0.190263037732977
"Pedro Teixeira ","MG",19877,4107,664,4685,10421,0.206620717412084,0.0334054434773859,0.235699552246315,0.524274286864215
"Pequeri ","MG",37063,1672,5996,14016,15380,0.0451123762242668,0.161778593206162,0.378166904999595,0.414969106656234
"Pequi ","MG",51831,12538,2334,18250,18709,0.241901564700662,0.045030966024194,0.352105882579923,0.360961586695221
"Perdigão ","MG",138309,8631,44029,47526,38122,0.062403748129189,0.318337924502382,0.343621890115611,0.275629207065339
"Perdizes ","MG",484026,246363,34484,137366,65813,0.508987120526583,0.0712441067215397,0.283798804196469,0.135969968555408
"Perdões ","MG",344924,26908,65543,178669,73804,0.0780113880159107,0.190021569969037,0.517995268522921,0.213971773492132
"Periquito ","MG",73489,4763,5655,34651,28421,0.0648124209065302,0.0769502918804175,0.471512743403775,0.386738151287948
"Pescador ","MG",37134,6338,1110,11866,17820,0.170679161954004,0.0298917434157376,0.319545430064092,0.479883664566166
"Piau ","MG",53602,10945,21838,8269,12550,0.204190142158875,0.407410171262266,0.154266631842095,0.234133054736764
"Piedade de Caratinga ","MG",76121,18779,6590,21515,29237,0.24669933395515,0.0865726934748624,0.282642109273394,0.384085863296594
"Piedade de Ponte Nova ","MG",40017,6772,2005,12797,18442,0.169228078066822,0.0501037059249819,0.319789089636904,0.460854136991779
"Piedade do Rio Grande ","MG",64899,21257,6742,18269,18631,0.327539715558021,0.103884497449884,0.281498944513783,0.287076842478312
"Piedade dos Gerais ","MG",55361,18586,4595,13260,18920,0.335723704412854,0.0830006683405285,0.239518794819458,0.34175683242716
"Pimenta ","MG",142103,37635,7519,63706,33242,0.264843106760589,0.0529123241592366,0.448308621211375,0.233928910719689
"Pingo d'Água ","MG",35440,2993,2182,10435,19830,0.0844525959367946,0.061568848758465,0.294441309255079,0.559537246049661
"Pintópolis ","MG",51885,7226,2361,13811,28488,0.139269538402236,0.0455044810638913,0.266184831839645,0.549060422087308
"Piracema ","MG",90558,24851,6752,34295,24660,0.274420813180503,0.0745599505289428,0.378707568630049,0.272311667660505
"Pirajuba ","MG",201630,39099,67799,69870,24863,0.193914596042256,0.336254525616228,0.346525814610921,0.123310023310023
"Piranga ","MG",128817,16327,5513,46284,60693,0.126745693503187,0.0427971463393807,0.359300402897133,0.471156757260299
"Piranguçu ","MG",47389,7851,7976,11665,19897,0.165671358332102,0.168309101268227,0.246154170799131,0.41986536960054
"Piranguinho ","MG",86463,9131,7646,38733,30953,0.105605866093011,0.0884308895134335,0.447971964886715,0.357991279506841
"Pirapetinga ","MG",342489,3963,169657,127274,41595,0.0115711745486716,0.495364814636382,0.371614854783657,0.121449156031289
"Pirapora ","MG",1316185,28301,492420,573987,221477,0.0215022964096992,0.374126737502707,0.436099028631993,0.168271937455601
"Piraúba ","MG",131212,16457,19259,57066,38430,0.125422979605524,0.146777733743865,0.434914489528397,0.292884797122214
"Pitangui ","MG",371502,29679,58612,197098,86113,0.0798892065184037,0.157770348477263,0.530543577154363,0.231796867849971
"Piumhi ","MG",645202,89334,55439,372377,128053,0.13845896323942,0.0859250281307249,0.577147931965493,0.198469626566564
"Planura ","MG",372534,28138,226228,72426,45743,0.0755313608959182,0.607268061438688,0.194414469551772,0.122788792432369
"Poço Fundo ","MG",221114,40610,26568,98325,55611,0.183660916993044,0.12015521405248,0.444680119757229,0.251503749197247
"Poços de Caldas ","MG",5485060,63496,1533939,3203158,684467,0.0115761723663916,0.279657651876187,0.583978662038337,0.124787513719084
"Pocrane ","MG",73051,16547,2528,24838,29139,0.226512984079616,0.0346059602195726,0.340009034783918,0.398885709983436
"Pompéu ","MG",569161,99892,99769,255352,114149,0.175507457468098,0.175291349899238,0.448646340842046,0.200556608762723
"Ponte Nova ","MG",1220052,36930,218092,735831,229197,0.0302692016405858,0.178756315304594,0.603114457416569,0.18785838636386
