"mun","uf","total","agropecuaria","industria","servicos","adm","s_agropecuaria","s_industria","s_servicos","s_adm"
"Ponto Chique ","MG",33826,5131,2052,8941,17701,0.151688050611955,0.060663395021581,0.264323301602318,0.523295689706143
"Ponto dos Volantes ","MG",80732,4765,4177,27353,44437,0.0590224446316207,0.0517390873507407,0.338812366843383,0.550426101174256
"Porteirinha ","MG",286370,28586,20361,113065,124358,0.0998219087194888,0.071100324754688,0.394821384921605,0.434256381604218
"Porto Firme ","MG",82647,11200,10222,26016,35208,0.135516110687623,0.123682650307936,0.314784565682965,0.426004573668736
"Poté ","MG",119849,10412,7284,44121,58032,0.0868759856152325,0.0607764770669759,0.368138240619446,0.484209296698345
"Pouso Alegre ","MG",5424095,72833,1279196,3500863,571202,0.0134276777969412,0.235835839895872,0.645428039147544,0.10530825879709
"Pouso Alto ","MG",117526,16731,32712,43108,24975,0.142359988428092,0.278338410224121,0.366795432500043,0.212506168847744
"Prados ","MG",118201,9437,34804,42488,31472,0.0798385800458541,0.294447593505977,0.359455503760543,0.266258322687625
"Prata ","MG",748819,181149,93067,373352,101252,0.241912932230619,0.124285040844316,0.498587776218285,0.13521558614298
"Pratápolis ","MG",126534,25324,20119,47685,33406,0.200135931844405,0.159000742883336,0.376855232585708,0.264008092686551
"Pratinha ","MG",66899,29572,2996,18021,16310,0.442039492369094,0.0447839280108821,0.269376223859848,0.243800355760176
"Presidente Bernardes ","MG",39581,4028,1754,11952,21848,0.101765998837826,0.0443141911523206,0.301963063085824,0.551982011571208
"Presidente Juscelino ","MG",42190,14245,2867,7927,17151,0.337639251007348,0.0679544915856838,0.187888125148139,0.406518132258829
"Presidente Kubitschek ","MG",23056,1409,805,6501,14340,0.0611120749479528,0.0349149895905621,0.281965648854962,0.621963913948647
"Presidente Olegário ","MG",342018,134485,21189,110476,75869,0.393210298873159,0.0619528796729997,0.323012239121918,0.221827506154647
"Alto Jequitibá ","MG",102506,25003,5727,40416,31361,0.243917429223655,0.0558699002985191,0.394279359257019,0.305943066747312
"Prudente de Morais ","MG",117045,1835,28881,48038,38291,0.015677730787304,0.246751249519416,0.41042334144987,0.327147678243411
"Quartel Geral ","MG",39702,9149,2752,11305,16496,0.230441791345524,0.0693164072338925,0.284746360384867,0.415495441035716
"Queluzito ","MG",23774,4829,1040,7069,10836,0.203121056616472,0.0437452679397661,0.297341633717506,0.455792041726256
"Raposos ","MG",129418,59,7312,65538,56509,0.000455887125438502,0.0564990959526496,0.506405600457433,0.436639416464479
"Raul Soares ","MG",247365,43188,14556,105769,83852,0.174592201807046,0.0588442180583348,0.427582721888707,0.338980858245912
"Recreio ","MG",82533,6789,3384,33764,38597,0.0822580058885537,0.0410017811057395,0.409096967273697,0.467655362097585
"Reduto ","MG",74451,12785,6471,29469,25727,0.171723684033794,0.0869162267800298,0.395817383245356,0.345556137593854
"Resende Costa ","MG",113453,16357,7699,50890,38506,0.144174239552943,0.0678607000255612,0.448555789622134,0.339400456576732
"Resplendor ","MG",212754,22051,17869,107105,65729,0.103645524878498,0.0839890201829343,0.503421792304728,0.30894366263384
"Ressaquinha ","MG",147251,16900,64830,44426,21095,0.114770018539772,0.440268656919138,0.301702535127096,0.143258789413994
"Riachinho ","MG",82492,22733,3215,25751,30793,0.275578237889735,0.0389734762158755,0.312163603743393,0.373284682150996
"Riacho dos Machados ","MG",127944,13001,51792,26594,36557,0.101614768961421,0.404802100919152,0.207856562245983,0.285726567873445
"Ribeirão das Neves ","MG",3064818,3827,396008,1645061,1019922,0.00124868752402263,0.12921093520072,0.536756505606532,0.332783871668726
"Ribeirão Vermelho ","MG",75246,3703,5069,48251,18222,0.0492119182415012,0.0673657071472238,0.641243388352869,0.242165696515429
"Rio Acima ","MG",129299,384,15443,56639,56833,0.00296986055576609,0.119436345215354,0.438046697963635,0.439547096265246
"Rio Casca ","MG",162173,15448,10151,82592,53983,0.0952563003705919,0.0625936499910589,0.509283296233035,0.332872919659869
"Rio Doce ","MG",24621,3060,2083,6370,13108,0.124284147678811,0.0846025750375696,0.258722228991511,0.532391048292108
"Rio do Prado ","MG",37131,5343,1006,10190,20593,0.143895936010342,0.027093264388247,0.274433761546955,0.554603969728798
"Rio Espera ","MG",38447,4637,1600,11689,20521,0.120607589668895,0.0416157307462221,0.304028922932869,0.533747756652014
"Rio Manso ","MG",64727,12202,4091,27189,21245,0.188514839247918,0.0632039179940365,0.420056545182072,0.328224697575973
"Rio Novo ","MG",94983,7262,12017,44015,31689,0.0764557868250108,0.126517376793742,0.463398713453986,0.333628122927261
"Rio Paranaíba ","MG",442662,221151,28894,136205,56413,0.499593369207205,0.0652732784833575,0.30769526184764,0.127440349521757
"Rio Pardo de Minas ","MG",212203,33530,9165,65400,104108,0.158009076214757,0.0431897758278629,0.308195454352672,0.490605693604709
"Rio Piracicaba ","MG",343782,5314,176362,105772,56334,0.0154574701409614,0.513005334776108,0.307671722196043,0.163865472886888
"Rio Pomba ","MG",245885,13397,42847,129834,59807,0.0544848201394961,0.174256258006792,0.52802732984932,0.243231592004392
"Rio Preto ","MG",52701,8739,3118,19611,21233,0.165822280412136,0.059163962733155,0.37211817612569,0.402895580729018
"Rio Vermelho ","MG",100126,15064,3884,32197,48980,0.150450432455107,0.0387911231847872,0.321564828316321,0.489183628627929
"Ritápolis ","MG",51242,9652,6663,16189,18738,0.188361110026931,0.130030053471761,0.315932243081847,0.365676593419461
"Rochedo de Minas ","MG",22217,2321,1326,7014,11556,0.104469550344331,0.0596840257460503,0.315704190484764,0.520142233424855
"Rodeiro ","MG",248897,36023,128817,55343,28714,0.144730551191858,0.517551436939778,0.222353021530995,0.115364990337368
"Romaria ","MG",113303,56292,16663,24152,16196,0.496827091956965,0.147065832325711,0.213162934785487,0.142944140931838
"Rosário da Limeira ","MG",39685,6130,2267,12136,19152,0.154466423081769,0.057124858258788,0.305808239889127,0.482600478770316
"Rubelita ","MG",47534,6736,3812,11922,25064,0.141709092439096,0.0801952286784197,0.250809946564564,0.52728573231792
"Rubim ","MG",77873,10836,3342,25789,37907,0.139149641082275,0.0429160299461944,0.331167413609338,0.486779756783481
"Sabará ","MG",2011008,1898,728215,817507,463387,0.000943805295652727,0.362114422220101,0.406516035739291,0.230425239481892
"Sabinópolis ","MG",143841,22155,8354,58239,55092,0.154024235092915,0.058078016698994,0.404884560035039,0.383006236052308
"Sacramento ","MG",1125297,182800,510810,319584,112102,0.162446003144059,0.453933494890682,0.283999690748309,0.0996199225626657
"Salinas ","MG",484269,20167,66185,256312,141606,0.041644210139406,0.136669908666464,0.529276084159837,0.292411862002317
"Salto da Divisa ","MG",86081,13027,17250,26444,29360,0.151334208478061,0.200392653431071,0.307199033468477,0.341074104622391
"Santa Bárbara ","MG",662761,10187,266981,263828,121765,0.0153705483575527,0.402831488274054,0.398074117215708,0.183723846152685
"Santa Bárbara do Leste ","MG",65952,10666,2949,22907,29430,0.161723677826298,0.0447143377001456,0.347328360019408,0.446233624454148
"Santa Bárbara do Monte Verde ","MG",40877,15645,1822,8572,14838,0.382733566553318,0.0445727426180982,0.209702277564401,0.362991413264183
"Santa Bárbara do Tugúrio ","MG",47504,5134,3353,20123,18894,0.108075109464466,0.0705835298080162,0.423606433142472,0.397734927585045
"Santa Cruz de Minas ","MG",76283,61,7329,40567,28325,0.000799653920270571,0.0960764521584101,0.53179607514125,0.371314709699409
"Santa Cruz de Salinas ","MG",33067,3370,1287,10039,18371,0.101914295218798,0.0389209786191671,0.303595729881755,0.555568996280279
"Santa Cruz do Escalvado ","MG",38285,7340,1645,8823,20478,0.191719994776022,0.0429672195376779,0.230455792085673,0.534883113490923
"Santa Efigênia de Minas ","MG",32698,2250,2151,9598,18700,0.0688115481069178,0.0657838399902135,0.293534772768977,0.571900422044162
"Santa Fé de Minas ","MG",33385,6922,1620,8690,16153,0.207338625131047,0.0485247865807998,0.260296540362438,0.483840047925715
"Santa Helena de Minas ","MG",38665,3849,1131,10372,23314,0.0995473942842364,0.0292512608302082,0.268252941937152,0.602974266132161
"Santa Juliana ","MG",600742,87065,254805,206367,52504,0.144929104340965,0.424150467255494,0.343520180044012,0.0873985837514274
"Santa Luzia ","MG",2827819,2782,932439,1236862,655736,0.000983797053488926,0.329737865117958,0.437390794813954,0.231887543014599
"Santa Margarida ","MG",220795,94179,11339,59009,56269,0.426544985167237,0.0513553296043842,0.267256957811545,0.254847256504903
"Santa Maria de Itabira ","MG",122258,12220,8601,62543,38894,0.09995255934172,0.0703512244597491,0.511565705311718,0.318130510886813
"Santa Maria do Salto ","MG",36228,4224,1127,10076,20800,0.11659489897317,0.0311085348349343,0.278127415258916,0.574141547973943
"Santa Maria do Suaçuí ","MG",111879,12876,5184,47325,46494,0.115088622529697,0.0463357734695519,0.423001635695707,0.415573968305044
"Santana da Vargem ","MG",106761,23892,9838,44979,28052,0.223789586084806,0.0921497550603685,0.421305532919324,0.262755125935501
"Santana de Cataguases ","MG",43659,14747,2002,10480,16429,0.337776861586385,0.0458553791887125,0.24004214480405,0.376302709636043
"Santana de Pirapama ","MG",78445,28191,3162,17190,29902,0.359372808974441,0.0403084963987507,0.219134425393588,0.381184269233221
"Santana do Deserto ","MG",34425,3824,2214,11080,17308,0.111082062454611,0.0643137254901961,0.321859114015977,0.502774146695715
"Santana do Garambéu ","MG",24094,4361,854,6952,11927,0.180999418942475,0.0354445090063916,0.288536565119947,0.495019506931186
"Santana do Jacaré ","MG",62691,6699,14819,22928,18245,0.106857443652199,0.236381617776076,0.365730328117274,0.291030610454451
"Santana do Manhuaçu ","MG",82551,26898,5570,20790,29292,0.325834938401715,0.0674734406609248,0.251844314423811,0.354835192789912
"Santana do Paraíso ","MG",419796,4354,119651,190689,105102,0.0103717043516375,0.285021772479966,0.454242060429351,0.250364462739045
"Santana do Riacho ","MG",49141,1472,4551,24838,18280,0.0299546203780957,0.0926110579760282,0.505443519667894,0.371990801977982
"Santana dos Montes ","MG",31324,3559,1707,9796,16261,0.113618950325629,0.0544949559443238,0.312731451921849,0.519122717405185
"Santa Rita de Caldas ","MG",138601,40008,19282,47521,31789,0.28865592600342,0.139118765376873,0.34286188411339,0.229356209551158
"Santa Rita de Jacutinga ","MG",48579,8859,2337,17186,20197,0.182362749336133,0.0481072068177608,0.35377426459993,0.415755779246176
"Santa Rita de Minas ","MG",73448,13609,9800,23823,26216,0.185287550375776,0.133427731183967,0.324351922448535,0.356932795991722
"Santa Rita de Ibitipoca ","MG",34714,8846,1826,8304,15737,0.254825142593766,0.0526012559774155,0.239211845364982,0.453332949242381
"Santa Rita do Itueto ","MG",86598,40487,5779,17793,22540,0.467528118432296,0.0667336428093028,0.205466638952401,0.260283147416799
"Santa Rita do Sapucaí ","MG",1182570,32737,437523,567796,144514,0.0276829278605072,0.369976407316269,0.480137328022865,0.122203336800359
"Santa Rosa da Serra ","MG",42865,14902,2486,10113,15364,0.347649597573778,0.0579960340604223,0.235926746763093,0.358427621602706
"Santa Vitória ","MG",544567,129865,99841,212221,102641,0.238473870065575,0.183340158327625,0.389705949864755,0.188481858063379
"Santo Antônio do Amparo ","MG",209035,46030,11240,85122,66642,0.220202358456718,0.0537708996101131,0.407214102901428,0.318807855143875
"Santo Antônio do Aventureiro ","MG",35707,8423,1697,9842,15744,0.235892121992887,0.0475256952418293,0.275632228974711,0.440921948077408
"Santo Antônio do Grama ","MG",45555,5547,7169,13892,18948,0.121764899571946,0.157370211831852,0.30495006036659,0.415936779716826
"Santo Antônio do Itambé ","MG",30032,4099,911,7985,17037,0.136487746403836,0.0303343100692595,0.265883058071391,0.567294885455514
"Santo Antônio do Jacinto ","MG",75000,7758,3495,21466,42280,0.10344,0.0466,0.286213333333333,0.563733333333333
"Santo Antônio do Monte ","MG",419625,102595,34723,182365,99942,0.244492106047066,0.082747691391123,0.434590408102472,0.238169794459339
"Santo Antônio do Retiro ","MG",45760,5180,1873,10682,28025,0.113199300699301,0.0409309440559441,0.233435314685315,0.612434440559441
"Santo Antônio do Rio Abaixo ","MG",19438,2020,722,6051,10646,0.103920156394691,0.0371437390678053,0.311297458586274,0.547690091573207
"Santo Hipólito ","MG",37206,11951,1479,8648,15127,0.321211632532387,0.0397516529592001,0.232435628662044,0.406574208461001
"Santos Dumont ","MG",720857,15682,212510,335931,156735,0.0217546614654502,0.294801881649204,0.466016144672244,0.217428699450793
"São Bento Abade ","MG",55454,11655,3797,19591,20412,0.210174198434739,0.0684711652901504,0.353283802791503,0.368088866447867
"São Brás do Suaçuí ","MG",60645,3310,3755,32809,20771,0.0545799323934372,0.0619177178662709,0.541000906917306,0.342501442822986
"São Domingos das Dores ","MG",57832,15402,3409,16553,22467,0.266323142896666,0.0589466039562872,0.286225619034445,0.388487342647669
"São Domingos do Prata ","MG",176065,16624,18462,78484,62495,0.094419674552012,0.104859000937154,0.445767188254338,0.354954136256496
"São Félix de Minas ","MG",29352,4497,1879,7509,15466,0.153209321340965,0.0640160806759335,0.255825838103025,0.526914690651404
"São Francisco ","MG",413150,38045,24428,162541,188136,0.0920851990802372,0.0591262253418855,0.393418855137359,0.455369720440518
"São Francisco de Paula ","MG",81580,18859,4390,31219,27113,0.231171855847021,0.0538122088747242,0.382679578328022,0.332348614856583
"São Francisco de Sales ","MG",116901,46153,7345,35176,28227,0.394804150520526,0.0628309424213651,0.300904183882088,0.241460723176021
"São Francisco do Glória ","MG",52167,11294,2570,16246,22058,0.216497019188376,0.0492648609274062,0.311422930204919,0.422834358885886
"São Geraldo ","MG",134700,5891,52240,38013,38556,0.0437342242019302,0.387824795842613,0.282204899777283,0.286236080178174
"São Geraldo da Piedade ","MG",35581,6048,1210,10247,18076,0.169978359236671,0.0340069138023102,0.28799078159692,0.508023945364099
"São Geraldo do Baixio ","MG",34894,8432,1411,9048,16003,0.241646128274202,0.0404367513039491,0.259299593053247,0.458617527368602
"São Gonçalo do Abaeté ","MG",160402,38148,20685,73791,27779,0.237827458510492,0.128957244922133,0.46003790476428,0.173183626139325
"São Gonçalo do Pará ","MG",153880,9336,52214,48190,44140,0.0606706524564596,0.339316350402911,0.313166103457239,0.28684689368339
"São Gonçalo do Rio Abaixo ","MG",1755548,7643,1197357,428437,122111,0.0043536263320627,0.682041732837838,0.244047442735829,0.0695571980942703
"São Gonçalo do Sapucaí ","MG",494517,48551,84986,275551,85429,0.0981786268217271,0.171856579248034,0.55721239108059,0.172752402849649
"São Gotardo ","MG",575836,65231,55068,334775,120761,0.113280517369529,0.0956313950499795,0.581372126786099,0.209714224188832
"São João Batista do Glória ","MG",115687,29598,16293,36888,32908,0.255845514189148,0.140836913395628,0.318860373248507,0.284457199166717
"São João da Lagoa ","MG",40262,10020,1236,8530,20476,0.248869902140977,0.0306989220605037,0.211862301922408,0.508568873876111
"São João da Mata ","MG",33787,7300,1629,11459,13399,0.216059431142155,0.0482138100452837,0.339154112528487,0.396572646284074
"São João da Ponte ","MG",175933,19158,7548,58722,90505,0.108893726589099,0.0429026959126486,0.333774789266368,0.514428788231884
"São João das Missões ","MG",62193,3153,1999,13669,43371,0.0506970237808113,0.0321418809190745,0.21978357692988,0.697361439390285
"São João del Rei ","MG",1512219,44162,230529,928774,308753,0.0292034420940353,0.152444189631264,0.614179559971142,0.204172147023678
"São João do Manhuaçu ","MG",140525,30034,22823,48217,39451,0.213727094822985,0.16241238213841,0.343120441202633,0.280740081835972
"São João do Manteninha ","MG",56415,6727,7337,19616,22735,0.119241336523974,0.130054063635558,0.347708942657095,0.402995657183373
"São João do Oriente ","MG",68826,5485,9267,26704,27370,0.0796937203963618,0.134643884578502,0.387992909656235,0.397669485368901
"São João do Pacuí ","MG",30868,6140,1109,6181,17439,0.198911494103926,0.0359271737721913,0.200239730465207,0.564953997667487
"São João do Paraíso ","MG",187277,39294,11594,57933,78456,0.209817542997805,0.0619082962670269,0.309343913027227,0.418930247707941
"São João Evangelista ","MG",150650,13188,11083,69125,57253,0.0875406571523399,0.0735678725522735,0.458845004978427,0.380039827414537
"São João Nepomuceno ","MG",334294,11503,68243,162796,91752,0.03440983086744,0.204140666598862,0.486984510640335,0.274464991893363
"São Joaquim de Bicas ","MG",465732,41311,137438,175835,111147,0.08870122731528,0.295101045236316,0.377545455326239,0.238650124964572
"São José da Barra ","MG",358684,22528,266462,39228,30467,0.0628073736213492,0.742887890176311,0.109366461843851,0.0849410623278429
